"","ID","Description_F","nsig","signsum","meanp","meanprank","setSize_F","enrichmentScore_FucoVsCtrl_F","NES_FucoVsCtrl_F","pvalue_FucoVsCtrl_F","p.adjust_FucoVsCtrl_F","qvalue_FucoVsCtrl_F","rank_FucoVsCtrl_F","leading_edge_FucoVsCtrl_F","core_enrichment_FucoVsCtrl_F","Description_M","setSize_M","enrichmentScore_FucoVsCtrl_M","NES_FucoVsCtrl_M","pvalue_FucoVsCtrl_M","p.adjust_FucoVsCtrl_M","qvalue_FucoVsCtrl_M","rank_FucoVsCtrl_M","leading_edge_FucoVsCtrl_M","core_enrichment_FucoVsCtrl_M"
"796","GO:0007035","vacuolar acidification",0,0,0.28317684719839,2649.5,20,0.293737380383846,0.808699384721831,0.71404399323181,0.917983908677648,0.854411615832936,2307,"tags=30%, list=19%, signal=24%","Dmxl2/Tmem9/Ccdc115/Cln3/Slc11a1/Grn","vacuolar acidification",20,-0.535141327618326,-1.46263830576476,0.0632411067193676,0.2956727067399,0.251984614788859,2366,"tags=45%, list=19%, signal=37%","Cln6/Cln5/Grn/Atp6ap2/Atp6v0a2/Tmem9/Atp6v0c/Clic4/Atp6v0d1"
"797","GO:0007039","protein catabolic process in the vacuole",0,0,0.220745479215956,2991,19,0.269779820994464,0.734883991156718,0.789115646258503,0.944548508904945,0.879136562304879,2307,"tags=26%, list=19%, signal=21%","Laptm4b/Ccdc115/Cln3/Dpp7/Grn","protein catabolic process in the vacuole",18,-0.522233494275382,-1.39441757576055,0.108254397834912,0.383075850791956,0.326473220207102,2425,"tags=39%, list=19%, signal=31%","Vps35/Psap/Grn/Lamp2/Tpp1/Cd81/Marchf2"
"798","GO:0007040","lysosome organization",0,0,0.0653338411491527,3927.75,68,0.249060588499116,0.872775348946183,0.676342525399129,0.904748619093694,0.842092897549809,2342,"tags=21%, list=19%, signal=17%","Laptm4b/Acp4/Gm6377/Rab20/Tmem9/Hspa8/Ccdc115/Vps18/Hook2/Cln3/Gaa/Abca1/Grn/Trex1","lysosome organization",67,-0.272229168505989,-0.926072840260779,0.592134831460674,0.818096225205909,0.697215730331429,2613,"tags=25%, list=21%, signal=20%","Lamtor1/Clvs1/Arl8b/Cln5/Rab7b/Rab7/Arf1/Grn/Atp6ap2/Laptm5/Tmem9/Tpp1/Chmp5/Atp6v0c/Cln8/Hexa/Becn1"
"799","GO:0007041","lysosomal transport",0,0,0.360267228772292,2952.25,104,0.156440050269305,0.579564701182544,0.998646820027064,1,0.930747922437673,2757,"tags=18%, list=22%, signal=14%","Hspa1a/Hspa8/Chmp2a/Vps18/Pcsk9/Hook2/Rhob/Cln3/Ccdc91/Sptbn5/Rbsn/Pcdhga3/Grn/Atg14/C9orf72/Sorl1/Chmp2b/Scarb2/Hook1","lysosomal transport",103,-0.395819285390625,-1.41144141820216,0.0259601973873294,0.1903117235546,0.162191589742829,2425,"tags=29%, list=19%, signal=24%","Psap/Arl8b/Bin1/Chmp2a/Ehd3/Rab7b/Rab7/Chmp3/Chmp1a/Stx7/Arf1/Tsg101/Chmp1b/M6pr/Grn/Nedd4/Laptm5/Lamp2/Ubxn6/Chmp5/Prkn/Lamp1/Sort1/Vcp/Clu/Chmp4b/Dtx3l/Trak2/Ncoa4/Pink1"
"800","GO:0007042","lysosomal lumen acidification",0,0,0.204633942090984,2853,12,0.34512140863562,0.832063670066128,0.673835125448029,0.903347907783479,0.840789188407892,2307,"tags=33%, list=19%, signal=27%","Tmem9/Ccdc115/Cln3/Grn","lysosomal lumen acidification",12,-0.554477738076001,-1.33579697756286,0.138643067846608,0.431396952470652,0.367654478791752,3468,"tags=67%, list=28%, signal=48%","Snapin/Ppt1/Cln6/Cln5/Grn/Atp6ap2/Tmem9/Atp6v0c"
"801","GO:0007043","cell-cell junction assembly",0,0,0.53588337026454,1511.5,73,0.29470022384262,1.03720374003185,0.37,0.766175908221797,0.713116634799235,1112,"tags=14%, list=9%, signal=13%","Snai1/Tnf/Wnt11/Cdh24/Il1b/Afdn/Fzd5/Pkp3/Rhoc/Pard3","cell-cell junction assembly",73,-0.447876311349181,-1.53972115890985,0.00946570538978144,0.110638114945497,0.0942904168697299,2170,"tags=37%, list=17%, signal=31%","Pdcd6ip/Ctnnb1/Ect2/Pecam1/Actn4/Wdr1/Prkca/Rhoa/Ephb2/Ctnna1/Abi2/Ramp2/Cldn10/Tjp1/Esam/Cd9/Prkaca/Itgb1/Pkn2/F11r/Pmp22/Actb/Vcl/Actg1/Rab13/Micall2/Hipk1"
"802","GO:0007044","cell-substrate junction assembly",1,-2,1.1712336461794,295.75,74,-0.350037450979811,-1.40004817714613,0.0318795567876143,0.361063788994375,0.336059371473989,2656,"tags=34%, list=21%, signal=27%","Itgav/Bcr/S100a10/Actn1/Coro1c/Itgb1bp1/Dusp22/Actg1/Ptprj/Tln1/Vcl/Thy1/Ptpn11/Itgb3/Rac1/Itga2/Dusp3/Lims1/Cttn/Gpm6b/Efna5/Arhgap6/Src/Epha3/Kdr","cell-substrate junction assembly",73,-0.517537153316048,-1.77920306408307,0.00029371461528414,0.0125877692264632,0.0107278220386154,2699,"tags=42%, list=22%, signal=34%","Dst/Coro1c/Sorbs1/Tns1/Bcas3/Ptk2/Lamc1/Efna5/Bcr/Arhgap6/Fn1/Itgb4/Gpm6b/Ptprj/Lims1/Wdpcp/Ptpn11/Cfl1/S100a10/Rac1/Tln1/Src/Dusp3/Actn1/Vcl/Kdr/Itga2/Cttn/Actg1/Itgb3/Dmtn"
"803","GO:0007051","spindle organization",0,0,0.352012482852205,1264,170,0.307796207891398,1.22074532917247,0.117721518987342,0.54859038323275,0.510599359463169,3026,"tags=26%, list=24%, signal=20%","Hspa1a/Hspa1b/Togaram2/Nek2/Tppp/Plk2/Ccnb2/Stmn1/Sac3d1/Ccnb1/Mybl2/Efhc1/Cltc/Chmp2a/Nup62/Mapre3/Gpsm2/Haus2/Khdc3/Tacc3/Kpnb1/Sbds/Clasp1/Espl1/Ppp2r1a/Wdr62/Tubb5/Bccip/Aurka/Ezr/Poc1a/Ankrd53/Ranbp1/Ints13/Chmp2b/Spag5/Arhgef10/Uvrag/Haus3/Ccdc69/Dlg1/Tubgcp3/Hnrnpu/Rnf4","spindle organization",171,-0.334480060462713,-1.24350148709452,0.0935910478128179,0.360351923110074,0.307106941098878,2570,"tags=27%, list=20%, signal=22%","Zfp207/Aurkb/Mapre1/Kif23/Sbds/Tubb5/Chmp2a/Dlgap5/Cep126/Ccnb1/Mybl2/Chek2/Chmp1a/Incenp/Chmp1b/Cenpe/Septin1/Prc1/Dctn2/Aspm/Myh9/Rab11a/Rhoa/Chmp5/Mzt1/Cenph/Tacc1/Gpsm2/Kif2a/Mapre2/Flna/Spc25/Ralbp1/Ptpa/Kif4/Kifc1/Kif11/Espl1/Vcp/Nuf2/Tubb1/Tpx2/Spag5/Chmp4b/Ccnb2/Psrc1/Stil"
"804","GO:0007052","mitotic spindle organization",0,0,0.44346030712177,921.25,111,0.356129567340296,1.33119963741729,0.0647773279352227,0.459122029802658,0.427326875384191,2630,"tags=23%, list=21%, signal=18%","Hspa1a/Hspa1b/Togaram2/Nek2/Plk2/Stmn1/Ccnb1/Mybl2/Efhc1/Cltc/Chmp2a/Nup62/Gpsm2/Khdc3/Tacc3/Kpnb1/Sbds/Clasp1/Wdr62/Bccip/Aurka/Poc1a/Ankrd53/Ints13/Chmp2b","mitotic spindle organization",112,-0.367436062058704,-1.32024607920835,0.0581395348837209,0.282586398174701,0.240831916729005,2570,"tags=32%, list=20%, signal=26%","Zfp207/Aurkb/Kif23/Sbds/Chmp2a/Dlgap5/Cep126/Ccnb1/Mybl2/Chek2/Chmp1a/Chmp1b/Cenpe/Prc1/Dctn2/Rab11a/Rhoa/Chmp5/Mzt1/Cenph/Tacc1/Gpsm2/Kif2a/Flna/Spc25/Ralbp1/Ptpa/Kif4/Kifc1/Kif11/Vcp/Nuf2/Tpx2/Chmp4b/Psrc1/Stil"
"805","GO:0007059","chromosome segregation",0,0,0.30878792162153,2580.75,285,0.215910844720812,0.905420164738494,0.706775700934579,0.914501892607108,0.851170736609386,2036,"tags=16%, list=16%, signal=14%","Gem/Nek2/Tex14/Zcwpw1/Rec8/Fam83d/Phf13/Ccnb1ip1/Mcmdc2/Cdt1/Ccnb1/Nup43/Ddx3x/Recql4/Ska3/Nek8/Ncapd2/Ncapg2/Spdl1/Sfpq/Chmp2a/Nup62/Tex15/Ncapg/Dscc1/Kif18a/Top3a/Psmc3ip/Ect2/Ttl/Khdc3/Ehmt2/Smarca5/Phb2/Birc5/Tacc3/Ciao2b/Kpnb1/Ube2c/Cdc6/Espl1/Ppp2r1a/Cep63/Bag6/Ran/Ncaph/Cit","chromosome segregation",288,-0.328750872602403,-1.2472406496711,0.0510510510510511,0.263778593459966,0.224803120976018,2570,"tags=24%, list=20%, signal=20%","Zfp207/Aurkb/Smc2/Kif23/Ciao2b/Arl8b/Cdc42/Rmi2/Chmp2a/Brip1/Dlgap5/Ctnnb1/Zwilch/Brd4/Ncapg/Ect2/Ccnb1/Chmp1a/Ncapg2/Incenp/Slf1/Chmp1b/Tlk1/Cenpe/Lcmt1/Septin1/Ciao2a/Prc1/Kif18a/Dctn2/Knl1/Top1/Kif18b/Sgo2a/Oip5/Rab11a/Chmp5/Ccne2/Cenph/Wapl/Bub1b/Zwint/Ttk/Rad18/Spc25/Rb1/Hormad2/Fancd2/Cenpk/Kntc1/Espl1/Nuf2/Kif14/Top2a/Cit/Spc24/Spag5/Cenpf/Chmp4b/Birc5/Psrc1/Becn1/Mki67/Pttg1/Bub1/Cenpq/Ube2c/Ube2b/Esco2/Nusap1"
"806","GO:0007062","sister chromatid cohesion",0,0,0.112634038877738,3800.75,47,0.215224047028164,0.708040152788204,0.910060975609756,0.990059262851215,0.921495601988942,1899,"tags=13%, list=15%, signal=11%","Rec8/Recql4/Sfpq/Dscc1/Phb2/Ppp2r1a","sister chromatid cohesion",48,-0.356060308041124,-1.14123112435463,0.302021403091558,0.601271654994471,0.512428786673651,2126,"tags=21%, list=17%, signal=17%","Ctnnb1/Slf1/Sgo2a/Wapl/Bub1b/Rb1/Hormad2/Pttg1/Bub1/Esco2"
"807","GO:0007063","regulation of sister chromatid cohesion",0,-2,0.14717186720789,3640,19,-0.205023998692192,-0.612699449753728,0.958937198067633,1,0.930747922437673,4531,"tags=58%, list=37%, signal=37%","Slf2/Smc5/Axin2/Wapl/Sgo2a/Rb1/Ctnnb1/Slf1/Bub1/Naa10/Macroh2a1","regulation of sister chromatid cohesion",19,-0.459342235788409,-1.24517187005176,0.199203187250996,0.507757404795487,0.43273204166976,2126,"tags=32%, list=17%, signal=26%","Ctnnb1/Slf1/Sgo2a/Wapl/Rb1/Bub1"
"808","GO:0007064","mitotic sister chromatid cohesion",0,0,0.0229894561307292,4600.5,24,0.27464855884475,0.778949412580673,0.759259259259259,0.933982028370943,0.869301832500379,1226,"tags=8%, list=10%, signal=8%","Rec8/Dscc1","mitotic sister chromatid cohesion",24,-0.243856257021867,-0.685442384448265,0.877984084880637,0.963124804922638,0.820815135891184,1826,"tags=12%, list=15%, signal=11%","Slf1/Rb1/Pttg1"
"809","GO:0007076","mitotic chromosome condensation",0,0,0.192266961075437,2355,14,0.563549237652249,1.41465426262884,0.101200686106346,0.52490385244531,0.488553170143004,1997,"tags=36%, list=16%, signal=30%","Phf13/Ncapd2/Ncapg/Smarca5/Ncaph","mitotic chromosome condensation",14,-0.375943280269136,-0.939234198074624,0.543604651162791,0.785934435416083,0.669806111430627,2526,"tags=29%, list=20%, signal=23%","Smc2/Ncapg/Chmp1a/Nusap1"
"810","GO:0007080","mitotic metaphase plate congression",0,0,0.32169006403871,3043,45,0.199558112010518,0.649713617608963,0.961300309597523,1,0.930747922437673,1287,"tags=13%, list=10%, signal=12%","Cdt1/Ccnb1/Spdl1/Chmp2a/Nup62/Kif18a","mitotic metaphase plate congression",44,-0.459157036932799,-1.45155967032832,0.0386007237635706,0.227310696099543,0.193723657572554,2785,"tags=36%, list=22%, signal=28%","Spdl1/Aurkb/Chmp2a/Ccnb1/Chmp1a/Chmp1b/Cenpe/Kif18a/Dctn2/Rab11a/Chmp5/Nuf2/Kif14/Chmp4b/Psrc1/Becn1"
"811","GO:0007088","regulation of mitotic nuclear division",0,0,0.134937535331782,2926,89,0.287412891324855,1.04034418786866,0.386111111111111,0.772830252704699,0.71931015210188,1744,"tags=19%, list=14%, signal=17%","Tex14/Esr1/Egf/L3mbtl1/Il1b/Cdt1/Ccnb1/Smpd3/Chek1/Spdl1/Nup62/Rgcc/Fgfr3/Ccdc8/Khdc3/Sphk1/Birc5","regulation of mitotic nuclear division",90,-0.29630236036072,-1.04439596395658,0.415485278080698,0.695089639035133,0.592384386327798,2785,"tags=29%, list=22%, signal=23%","Spdl1/Anapc11/Mad2l1bp/Zfp207/Aurkb/Fbxw5/Cdc42/Met/Pebp1/Zwilch/Ccnb1/Il1a/Cenpe/Lcmt1/Bub1b/Zwint/Ttk/Ywhah/Tom1l1/Rb1/Sphk1/Kntc1/Birc5/Mki67/Bub1/Nusap1"
"812","GO:0007091","metaphase/anaphase transition of mitotic cell cycle",0,0,0.139939448371698,3690.5,59,0.187403649208095,0.641497292775921,0.973837209302326,1,0.930747922437673,2248,"tags=19%, list=18%, signal=15%","Tex14/Cdt1/Ccnb1/Spdl1/Khdc3/Birc5/Tacc3/Ube2c/Cdc6/Cit/Usp44","metaphase/anaphase transition of mitotic cell cycle",58,-0.362169199775541,-1.20236405531473,0.216091954022989,0.524953823506266,0.447387547050564,2785,"tags=31%, list=22%, signal=24%","Spdl1/Anapc11/Mad2l1bp/Zfp207/Aurkb/Zwilch/Ccnb1/Cenpe/Lcmt1/Bub1b/Zwint/Ttk/Rb1/Kntc1/Cit/Birc5/Bub1/Ube2c"
"813","GO:0007093","mitotic cell cycle checkpoint signaling",0,0,0.134779204262983,3361,128,0.228976048370051,0.873582606810551,0.711021505376344,0.917579038651809,0.854034783897528,2726,"tags=24%, list=22%, signal=19%","Ier3/Tex14/Ppp1r10/Mrnip/Muc1/Dtl/Cdt1/Ccnb1/Cdkn1a/Chek1/Plk3/Spdl1/Setmar/Cdk1/Sde2/Khdc3/Birc5/Cdc6/Clspn/Orc1/Syf2/Mdm2/Foxo4/Usp44/Cradd/Trex1/Mad2l1bp/Rpa2/Nabp1/Rps27l/Fancd2","mitotic cell cycle checkpoint signaling",127,-0.307270501615291,-1.11300360428244,0.282131661442006,0.58586574715607,0.499299229350163,2785,"tags=28%, list=22%, signal=22%","Spdl1/Mad2l1bp/Tipin/Zfp207/Aurkb/Orc1/Setmar/Ticrr/Rps6/Rps27l/Zwilch/Ccnb1/Chek2/Foxn3/Clspn/Cenpe/Rpl26/Lcmt1/Hmga2/Ccng1/Map3k20/Bub1b/Zwint/Ttk/Ccnd1/Rpl24/Fancd2/Kntc1/D7Ertd443e/Rbm38/Birc5/Foxo4/Stil/Bub1/Fzr1"
"814","GO:0007094","mitotic spindle assembly checkpoint signaling",0,0,0.121868756965809,3831.25,38,0.204934645606155,0.6430419412982,0.942492012779553,1,0.930747922437673,1744,"tags=16%, list=14%, signal=14%","Tex14/Cdt1/Ccnb1/Spdl1/Khdc3/Birc5","mitotic spindle assembly checkpoint signaling",37,-0.383076175765501,-1.17187835066993,0.265075376884422,0.570508981736102,0.48621155324566,2785,"tags=38%, list=22%, signal=30%","Spdl1/Mad2l1bp/Zfp207/Aurkb/Zwilch/Ccnb1/Cenpe/Lcmt1/Bub1b/Zwint/Ttk/Kntc1/Birc5/Bub1"
"815","GO:0007095","mitotic G2 DNA damage checkpoint signaling",0,0,0.129757689967021,2856.25,36,0.349382958013845,1.08671853849911,0.334405144694534,0.747647732887585,0.695871574100356,2169,"tags=25%, list=18%, signal=21%","Ier3/Mrnip/Dtl/Cdkn1a/Chek1/Cdk1/Clspn/Syf2/Foxo4","mitotic G2 DNA damage checkpoint signaling",36,-0.332918530256713,-1.01229295952079,0.460176991150442,0.735847128283207,0.627119618879957,2274,"tags=22%, list=18%, signal=18%","Ticrr/Foxn3/Clspn/Hmga2/Ccng1/D7Ertd443e/Foxo4/Fzr1"
"816","GO:0007096","regulation of exit from mitosis",0,0,0.299641977515758,1770.5,11,0.6503548856481,1.53395793082043,0.0350718426803581,0.377469673692964,0.351329114572953,2515,"tags=55%, list=20%, signal=43%","Npm2/Rgcc/Phb2/Birc5/Ube2c/Mad2l1bp","regulation of exit from mitosis",12,-0.448911821462947,-1.08147724087752,0.380530973451327,0.666551913137618,0.568063345855296,405,"tags=33%, list=3%, signal=32%","Mad2l1bp/Tgfb1/Birc5/Ube2c"
"817","GO:0007097","nuclear migration",0,0,0.0901479142464003,4097,27,0.206405150089626,0.604346583068077,0.949748743718593,1,0.930747922437673,3398,"tags=30%, list=27%, signal=22%","Slit1/Trim58/Tacc3/Syne2/Syne3/Ptk2/Myh10/Ntn1","nuclear migration",27,-0.380406145721233,-1.09040069372098,0.372368421052632,0.660243556511958,0.56268710118329,2418,"tags=30%, list=19%, signal=24%","Syne1/Cdc42/Fbxw11/Ptk2/Myh10/Tacc1/Cdc42bpa/Trim58"
"818","GO:0007098","centrosome cycle",0,0,0.0955222526698052,4043,120,0.19162979173394,0.725912436532953,0.950732356857523,1,0.930747922437673,1545,"tags=12%, list=12%, signal=10%","Hepacam2/BC034090/Nek2/Plk2/Sac3d1/Chek1/Ppp1r35/Chmp2a/Nup62/Npm1/Cep295nl/Pclaf/Cdk2/Haus2","centrosome cycle",122,-0.296805504180628,-1.07503113107172,0.350418410041841,0.644103256150073,0.548931663915813,3058,"tags=27%, list=24%, signal=21%","Gen1/Ckap5/Mcph1/Aurka/Ccdc57/Arhgef10/Haus8/Sass6/Alms1/Fbxw5/Ccnf/Kif3a/Chmp2a/Pdcd6ip/Ctnnb1/Chmp1a/Chmp1b/Cntln/Pclaf/Chmp5/Trim37/Cetn2/Kifc1/Ssx2ip/Kif11/D7Ertd443e/Slc16a1/Chmp4b/Stil/Gadd45a/Atf5/Azin1/Cep76"
"819","GO:0007099","centriole replication",0,0,0.0980571474131529,3421.5,38,0.294183948345363,0.923087536922989,0.560702875399361,0.856382493825933,0.79707622694048,1964,"tags=24%, list=16%, signal=20%","Plk2/Ppp1r35/Chmp2a/Nup62/Npm1/Cep295nl/Cdk2/Cep63/Wdr62","centriole replication",38,-0.331943491016981,-1.01772083796324,0.46875,0.743392070484581,0.633549733364248,1103,"tags=24%, list=9%, signal=22%","Ccdc57/Sass6/Alms1/Chmp2a/Trim37/Cetn2/D7Ertd443e/Stil/Cep76"
"820","GO:0007100","mitotic centrosome separation",0,0,0.0875074062693832,3372.5,11,0.461003605472836,1.08734500556133,0.392405063291139,0.778341911253304,0.72444011684518,2564,"tags=45%, list=21%, signal=36%","Nek2/Chek1/Nup62/Aurka/Ranbp1","mitotic centrosome separation",12,-0.351807291036965,-0.847541900748668,0.651917404129793,0.858647225597408,0.731774984466251,719,"tags=17%, list=6%, signal=16%","Aurka/Kif11"
"821","GO:0007127","meiosis I",0,0,0.272776074801532,1730.5,81,0.3709803249414,1.33183550608243,0.0814917127071823,0.486716052341825,0.453009954534219,2223,"tags=26%, list=18%, signal=21%","Hspa2/Zcwpw1/Rec8/Ccnb1ip1/Mcmdc2/Ccnb2/Bcl2l11/Piwil2/Cks2/Tex15/Psmc3ip/Rad54l/Ehmt2/Cdc25b/Birc5/Espl1/Cep63/Bag6/1700028K03Rik/Top2a/Aurka","meiosis I",88,-0.322257437425494,-1.13506738414666,0.281352235550709,0.585021976116222,0.498580132471758,1447,"tags=17%, list=12%, signal=15%","Sgo2a/Hsf2bp/Ccne2/Fancd2/Mnd1/Rad54b/Espl1/Top2a/Cdc25b/Ccnb2/Birc5/Cntd1/Pttg1/Ubb/Ube2b"
"822","GO:0007129","homologous chromosome pairing at meiosis",0,0,0.0834976654584679,3566.25,27,0.401130651583961,1.17449559055756,0.266331658291457,0.695699917823561,0.647521253154339,2146,"tags=33%, list=17%, signal=28%","Zcwpw1/Rec8/Ccnb1ip1/Mcmdc2/Tex15/Psmc3ip/Ehmt2/Bag6/1700028K03Rik","homologous chromosome pairing at meiosis",31,-0.20445416521981,-0.605689057239073,0.936224489795918,0.978549314462627,0.833960546360742,1333,"tags=10%, list=11%, signal=9%","Ccne2/Fancd2/Ube2b"
"823","GO:0007130","synaptonemal complex assembly",0,2,0.177519077798409,2703.75,12,0.410513711608916,0.989719956360103,0.491039426523298,0.829435609603991,0.77199547043474,2146,"tags=50%, list=17%, signal=41%","Rec8/Mcmdc2/Tex15/Ehmt2/Bag6/1700028K03Rik","synaptonemal complex assembly",13,0.411895966569876,1.20562646587306,0.225,0.532327825219031,0.453671978919611,1557,"tags=23%, list=12%, signal=20%","1700028K03Rik/Syde1/Ago4"
"824","GO:0007131","reciprocal meiotic recombination",0,0,0.106463143254523,3950,34,0.201832024364019,0.624820689762923,0.952830188679245,1,0.930747922437673,2214,"tags=21%, list=18%, signal=17%","Ccnb1ip1/Mcmdc2/Psmc3ip/Rad54l/Cep63/1700028K03Rik/Top2a","reciprocal meiotic recombination",37,-0.371147212937279,-1.13538614841694,0.311557788944724,0.612454335748638,0.521959133702348,1379,"tags=19%, list=11%, signal=17%","Hsf2bp/Fancd2/Mnd1/Rad54b/Top2a/Cntd1/Ube2b"
"825","GO:0007140","male meiotic nuclear division",0,2,0.363961128847,1174,30,0.468251323117356,1.40843861457405,0.066334991708126,0.465060267957163,0.432853878209437,1531,"tags=27%, list=12%, signal=23%","Hspa2/Tex14/Rec8/Fignl1/Shcbp1l/Tex15/Kif18a/Sycp2","male meiotic nuclear division",35,0.337403376830507,1.35281546774868,0.119577585991106,0.402317111745778,0.342871425448839,1751,"tags=34%, list=14%, signal=30%","Hspa2/Brme1/Brdt/Stag3/Fignl1/Btbd18/Atm/Tex14/Suv39h2/Ago4/Foxj3/Mybl1"
"826","GO:0007141","male meiosis I",0,2,0.163778029587966,2780.25,15,0.39144856866862,0.997057869705705,0.473413379073756,0.824069072449154,0.76700057712719,334,"tags=13%, list=3%, signal=13%","Hspa2/Rec8","male meiosis I",18,0.356683414258341,1.15736408579768,0.26615969581749,0.570795217400496,0.486455495219292,478,"tags=22%, list=4%, signal=21%","Hspa2/Brme1/Brdt/Btbd18"
"827","GO:0007143","female meiotic nuclear division",0,0,0.35210126462046,2804.25,28,0.232043800824674,0.687119711358668,0.890909090909091,0.981993603596191,0.913988506394239,2223,"tags=25%, list=18%, signal=21%","Ccnb2/Sycp2/Cdc25b/Ppp2r1a/Ncaph/Top2a/Aurka","female meiotic nuclear division",31,-0.517347428587182,-1.53262554445463,0.0289570099242601,0.201228185823821,0.171495054273245,1752,"tags=32%, list=14%, signal=28%","Cenpe/Septin1/Sgo2a/Hsf2bp/Ttk/Top2a/Cdc25b/Ccnb2/Ubb/Spire1"
"828","GO:0007156","homophilic cell adhesion via plasma membrane adhesion molecu",0,0,0.160284108218147,3101,35,0.276873593113123,0.861407629268782,0.662974683544304,0.897950953324764,0.835765984257952,3193,"tags=40%, list=26%, signal=30%","Robo1/Igsf9/Cdh24/Cdh17/Plxnb3/Kirrel3/Pcdhgc3/Ptpn23/Clstn1/Pvr/Celsr1/Nectin4/Celsr3/Cdh23","homophilic cell adhesion via plasma membrane adhesion molecu",35,-0.401760378752628,-1.21286319817624,0.224904701397713,0.532327825219031,0.453671978919611,2261,"tags=29%, list=18%, signal=23%","Ccdc141/Pecam1/Pik3cb/Nptn/Esam/Cadm3/Ceacam2/Palld/Fat3/Bsg"
"829","GO:0007157","heterophilic cell-cell adhesion via plasma membrane cell adh",0,-2,0.108061585738501,3652.75,27,-0.242642155203968,-0.790861596844436,0.765432098765432,0.934132962592549,0.869442314213563,1576,"tags=22%, list=13%, signal=19%","Selp/Cd164/Itga4/Nectin1/Sele/Amigo1","heterophilic cell-cell adhesion via plasma membrane cell adh",26,-0.384040553226019,-1.09807084722676,0.358267716535433,0.650830850859275,0.554665200771296,1923,"tags=23%, list=15%, signal=20%","Lgals1/Cd164/Cadm3/Lgals9/Selp/Cd24a"
"830","GO:0007159","leukocyte cell-cell adhesion",0,0,0.182519188567435,2782,306,0.297753657454853,1.25355723374431,0.0568445475638051,0.446753592246741,0.415814977825222,3063,"tags=34%, list=25%, signal=26%","Il23a/Tnf/Tnfsf9/Tigit/Il6/Nr4a3/Ctla4/Irf1/Il6st/Nlrp3/S100a9/Pycard/Nfkbid/Twsg1/Il1b/Arg2/Icam1/Cd177/Ass1/Ptafr/Socs1/Nfkbiz/Il2ra/Gata3/Adora2a/S100a8/Dtx1/Arg1/Foxj1/Il12rb2/Nt5e/Prkcz/Lgals3/Itga5/Traf6/Ptpn22/Gnrh1/Ada/Icos/Cd80/Tnfsf13b/Zc3h12a/Gm5150/Slc7a1/Dusp10/Egr3/Hlx/Hsp90aa1/Cd55b/Cd86/Cd40lg/Lag3/Dhps/Ptpn2/Pnp/Lilrb4b/Cebpb/Jam2/Flot2/Card11/Stat5a/Efnb2/Shb/Erbb2/Selplg/Cd5/Rasgrp1/Hes1/H2-Aa/Fgl2/Cd4/Il18/Bcl10/Tnip1/Fadd/Dlg5/Nrarp/St3gal4/Carmil2/Tarm1/Zbtb7b/Il2rg/Dock8/Cd274/Lilrb4a/Hsph1/Add2/Adam8/Rara/Tnfsf18/Cd6/Havcr2/Malt1/Zap70/Il20rb/Tnfrsf13c/Pag1/Bad/Dlg1/Anxa1/Nfat5/Zmiz1/Rela/Lgals1","leukocyte cell-cell adhesion",308,-0.215414680608182,-0.819743898990148,0.884884884884885,0.965814162704023,0.823107118780114,1999,"tags=15%, list=16%, signal=13%","Pnp/Pecam1/Ndfip1/Shb/Ccr2/Lgals1/Jak2/Il1a/Olr1/Itgb2/Laptm5/Prkcq/Cd47/Rhoa/Casp3/Cd81/Golph3/Gstp1/Tnfrsf14/Tnfrsf21/Pde5a/Nck2/Itgb1/Slamf1/B2m/Cd59b/Gp1ba/F11r/Fermt3/Dusp3/Tnfsf14/Tfrc/Il7/Lgals9/Lrrc32/Foxo3/Clec4g/Selp/Selenok/Thbs1/Cd59a/Spta1/Cd24a/Prdx2/Add2/Prnp/Slc4a1"
"831","GO:0007160","cell-matrix adhesion",1,-2,1.72186053657033,54.5,153,-0.342676320961396,-1.54828739848315,0.000841924819318398,0.103614156741116,0.0964386611219255,1921,"tags=29%, list=16%, signal=25%","Plekha2/Dusp22/Pecam1/Zyx/Mink1/Actg1/Itga2b/Hpse/Fermt3/Ptprj/Csf1/Gp5/Itgb1/Itga4/Itgb5/Vcl/Thy1/Dag1/Pik3cb/Ilk/Ptpn11/B4galt1/Itgb3/Rac1/Cd3e/Itga2/Ccl25/Itga7/Nid2/Acer2/Dusp3/Lims1/Itga6/Cttn/Gpm6b/Efna5/Arhgap6/Thbs1/Col5a3/Src/Ddr1/Jup/Epha3/Kdr/Itga8","cell-matrix adhesion",153,-0.462786122000304,-1.70627490458912,4.20352267753671e-05,0.00347424011079218,0.00296089235173166,2742,"tags=36%, list=22%, signal=28%","Col5a3/Plau/Coro1c/Sorbs1/Efemp2/Mink1/Bcas3/Cd63/Gsk3b/Ctnnb1/Ptk2/B4galt1/Pecam1/Efna5/Bcr/Arhgap6/Adam9/Pik3cb/Fn1/Itgb2/Itgb4/Itga7/Emilin1/Ninj1/Gpm6b/Ptprj/Lims1/Rhoa/Wdpcp/Itgb5/Ptpn11/Cfl1/Itgb1/S100a10/Itga6/Rac1/Src/Hpse/Fermt3/Dusp3/Actn1/Vcl/Zyx/Kdr/Itga2/Cttn/Ilk/Actg1/Itga2b/Gp5/Acer2/Itgb3/Thbs1/Dmtn/Cd36"
