"","ID","Description","setSize","enrichmentScore","NES","pvalue","p.adjust","qvalue","rank","leading_edge","core_enrichment","Comp","Sign"
"GO:0072657","GO:0072657","protein localization to membrane",455,-0.393290976443461,-1.50347267937304,4.04403422392492e-06,0.000574678547610383,0.00048976503121883,2510,"tags=29%, list=20%, signal=24%","Ift80/Vamp8/Rhog/Emc8/Emc10/Emc7/Lrp4/Tgfb1/Lgals3/Gdi1/Gsk3b/Rabgef1/Tomm22/Stxbp1/Ehd3/Bid/Pgrmc1/Ehd1/Zdhhc4/Yif1b/Rab7/Abhd17a/Map7/Sgta/Snap47/Ogt/Sh3pxd2b/Crkl/Timm10/Flot1/Get3/Cnih3/Arl3/Pex19/Picalm/Stx7/Arpc2/Tmed2/Akt2/Tnik/Tmem59/Arl5a/Nlgn2/Scp2/Itgb2/Tram1/Dlg4/Reep1/Rtp4/Vamp3/Pdzd11/Rab8b/Rab3d/Tspan14/Pals1/Atp6ap1/Tmbim1/Zdhhc2/Shank3/Rab11b/Golph3l/Nrxn2/Atp2c1/Rab11a/Trem2/Cnst/Ephb2/Emc3/Rab10/Cd81/Ssr3/Golph3/Ramp2/Rap1a/Cpe/Ramp1/Prkn/Flna/Ehd4/Rap2a/Srp72/Sec61b/Myl12a/Fcer1g/Snap23/Pls1/Itgb1/Ank3/S100a10/Rac1/Reep2/Abi3/Tspan17/Gsn/Kalrn/F11r/Srp14/Actb/Ift20/Arl6ip1/P2ry1/Adam10/Sec62/Golga7/Capn3/Ap2m1/Dlg2/Adcy6/Tesc/Rab13/Chmp4b/Stom/Sqstm1/Optn/Mff/Fis1/Sh3glb1/Cript/Sec23a/Sec61g/Tspan33/Dmtn/Bcl2l1/Atp2b4/Bsg/Cd24a/Reln/Ank1/Prnp/Slc4a1","FucoVsCtrl","Suppressed"
"GO:0002181","GO:0002181","cytoplasmic translation",91,-0.548187190623959,-1.93567912572663,4.9265788337511e-06,0.00068214168467323,0.000581349599491493,3056,"tags=54%, list=24%, signal=41%","Rpl18/Dph3/Rpl13a/Ckap5/Eif2s2/Rpl30/Rpl36/Rpl32/Rpl9/Rpl36al/Rpl10a/Rpl35a/Eif3i/Rpl36a/Rpl6/Rpl8/Rps23/Rps28/Rpl11/Rps21/Cnbp/Rbm4/Rps26/Rpl26/Rpsa/Rpl19/Eef2/Rps2/Rpl18a/Eif2s3x/Rpl17/Eif4ebp1/Pkm/Rpl31/Rpl39/Rplp1/Rpl38/Rpl29/Rplp2/Rpl24/Csde1/Rps29/Zc3h15/Cpeb3/Ybx1/Rplp0/Rpl41/Cpeb4/Eif5","FucoVsCtrl","Suppressed"
"GO:0007229","GO:0007229","integrin-mediated signaling pathway",73,-0.572825341199723,-1.96927427473906,5.61794827865505e-06,0.000758423017618431,0.000646359733533681,2720,"tags=45%, list=22%, signal=36%","Loxl3/Cd177/Vav3/Cdc42/Cd63/Fut8/Ptk2/Lat/Fn1/Itgb2/Itgb4/Itga7/Lims1/Rhoa/Ctnna1/Itgb5/Ptpn11/Flna/Fcer1g/Plek/Itgb1/Itga6/Tln1/Src/Fermt3/Zyx/Itga2/Ilk/Mpig6b/Itga2b/Itgb3/Dmtn/Isg15","FucoVsCtrl","Suppressed"
"GO:0009636","GO:0009636","response to toxic substance",77,-0.567573824809261,-1.97625582386077,7.07266380627152e-06,0.000931521574484541,0.000793881544570451,2098,"tags=40%, list=17%, signal=34%","Mapk1/Ppp1r9a/Cnp/Pon2/Mapk3/Pim1/Akr1a1/Slc18a2/Prdx1/Pon3/Wapl/Sod1/Sod2/Ddc/Prdx6/Prkn/Ralbp1/Esd/Aldh2/Ccs/Slc6a4/Abcb6/Abcg2/Aldh1a1/Selenot/Gpx1/Pink1/Gstm5/Cat/Prdx2/Cd36","FucoVsCtrl","Suppressed"
"GO:0042773","GO:0042773","ATP synthesis coupled electron transport",52,-0.613734879164254,-2.00617355218992,9.29890772352681e-06,0.00114122958425102,0.000972603458546872,2396,"tags=50%, list=19%, signal=41%","Park7/Uqcrfs1/Sdhaf2/Bid/Ndufa8/Ccnb1/Ndufc2/Ndufa12/Cox5b/Ndufb8/Cox7c/Chchd2/Ndufb6/Ndufa7/Uqcrb/Uqcrq/Cox5a/Ndufs6/Uqcr10/Cox4i1/Ndufb9/Uqcrh/Cox6a1/Snca/Iscu/Pink1","FucoVsCtrl","Suppressed"
"GO:0042775","GO:0042775","mitochondrial ATP synthesis coupled electron transport",52,-0.613734879164254,-2.00617355218992,9.29890772352681e-06,0.00114122958425102,0.000972603458546872,2396,"tags=50%, list=19%, signal=41%","Park7/Uqcrfs1/Sdhaf2/Bid/Ndufa8/Ccnb1/Ndufc2/Ndufa12/Cox5b/Ndufb8/Cox7c/Chchd2/Ndufb6/Ndufa7/Uqcrb/Uqcrq/Cox5a/Ndufs6/Uqcr10/Cox4i1/Ndufb9/Uqcrh/Cox6a1/Snca/Iscu/Pink1","FucoVsCtrl","Suppressed"
"GO:0009451","GO:0009451","RNA modification",135,0.358564793310183,1.89425234025466,8.99666011744613e-06,0.00114122958425102,0.000972603458546872,4529,"tags=59%, list=36%, signal=38%","Dus2/Mocs3/Apobec2/Mrm3/Aicda/Trmt5/Apobec3/Jmjd6/Osgepl1/Mettl8/Cbll1/Pus10/Mettl16/Mepce/Alkbh1/Pusl1/Mettl14/Fdxacb1/Nsun4/Rpusd1/Pus3/Aars2/Trmt12/Wdr4/Trmt10c/Qtrt1/Nsun6/Thada/Trmt1/Mtfmt/Elp2/Tyw3/Syncrip/Trmt1l/Osgep/Bud23/Fto/Dalrd3/Nat10/Rbm15/Trmu/Ankrd16/Trmt6/Trmt13/Qtrt2/Nop2/Mettl1/Ftsj3/Bcdin3d/Cdkal1/Mettl3/Trmo/Adat2/Tarbp1/Hnrnpab/Thumpd2/Tfb1m/Tprkb/Alkbh3/Trmt10a/Rpusd2/Mto1/Mettl2/Trmt10b/Trub2/Ctu2/Mrm2/Pcif1/Thumpd3/Trmt44/Elp3/Pus7l/Mettl4/Zcchc4/Tgs1/Emg1/Elp1/Ctu1/Trub1","FucoVsCtrl","Activated"
"GO:0098655","GO:0098655","cation transmembrane transport",455,-0.387100884537253,-1.47980919706294,9.65631768024363e-06,0.00115875812162924,0.00098754200931053,2808,"tags=33%, list=22%, signal=26%","Sri/Cacnb2/Ppp2ca/Slc9a5/App/Ywhae/Slmap/Ahr/Lcn2/Mmp9/Mcu/Rem1/Kcna3/1810037I17Rik/Stim1/Mink1/Wnk4/Slc39a11/Slc25a15/Calm2/Slc39a1/Tgfb1/Park7/Cd63/Bin1/Wnk1/Kcnn4/Ehd3/Asph/Lyn/Gsto1/Orai1/Grin2d/Wwp2/Panx1/Atp6v1a/Slc39a8/Kcnj5/Slc39a6/Dbi/Cnih3/Steap3/Pde4d/Slc39a4/Cyba/Arf1/Sfxn1/Shisa9/Ibtk/Dapk1/Micu2/Mcur1/Nedd4/Tmc1/Nlgn2/G6pdx/Dlg4/Atp6v0a2/Nipsnap2/Sumo1/Kcnmb1/Slc25a4/Fkbp1a/Atp6ap1/Atp6v0e/Tpcn1/Cox17/Shank3/Atp2c1/Trem2/Ephb2/Atp6v0c/Cacna1c/Kcnk6/Akap7/Plp1/Atp2a3/Trpc1/Ptpn3/Rnasek/Slc24a5/Slc1a4/Micu1/Vdac1/P2ry12/Fhl1/Trpc6/Ywhah/Flna/Gnb5/Clcn3/S100a1/Rasgrf2/Cfl1/Fkbp1b/Itgb1/Ank3/Atp6v1f/Tmco1/Slc3a2/Ubash3b/Glrx/Gp1ba/Abcb7/Ptger3/Calm3/Atp6v1g1/Atox1/Agtr1a/Ppif/Slc24a3/Capn3/Gp5/Gp9/Rgs9/F2r/Smdt1/Atp6v0d1/Slc6a4/Tesc/Ndufa4/Aqp1/Htr2a/Stom/P2rx1/Itgb3/F2rl3/Abcb6/Kcna4/Slc6a3/Cacna1g/Gp1bb/Pkd1l1/Snca/Slc25a37/Slc7a5/Iscu/Slc38a5/Atp2b4/Slc6a9/Slc43a1/Reln/Chp1/Rhd/Tspo2/Ank1/Rhag/Kel/Prnp","FucoVsCtrl","Suppressed"
"GO:0016032","GO:0016032","viral process",291,-0.421562791796594,-1.60053215693547,9.96405490141775e-06,0.00116969340147078,0.000996861510961062,2656,"tags=31%, list=21%, signal=25%","Trim8/Spcs3/Sp100/Crebbp/P4hb/Rab43/4930486L24Rik/Eif3f/Pcbp2/Vamp8/Vapb/Pik3c2g/Arl8b/Gpr15/Cdc42/Smpd1/Ifi204/Eps15/Chmp2a/Trim12c/Psmc3/Rab7/Pdcd6ip/Ifitm2/Brd4/Nucks1/Ifih1/Chmp1a/Lgals1/Ppib/Dynlt1c/Tsg101/Fbxl2/Rab5a/Chmp1b/Nedd4/Oas1a/Siglec1/Dynlt1b/Hmga2/Trim56/Oas1b/Tpcn1/Adarb1/Chmp5/Ppia/Bicd1/Rnasek/Prkn/Nlrx1/Tnfrsf14/Bst2/Pfn1/Csde1/Cfl1/Mavs/Pkn2/Mvb12b/Slpi/Spcs1/Slc3a2/Gsn/Ceacam2/Vcp/Agtr1a/Top2a/Snx3/Ifitm3/Chmp4b/Stom/Epor/Itgb3/Clec4g/Trim59/Cul4a/Atg12/Ifi27/Rnasel/Ltf/Pcx/Oasl2/Isg20/Ctsb/Bsg/Rad23a/Trim10/Oas3/Rsad2/Isg15/Oas1e","FucoVsCtrl","Suppressed"
"GO:0046916","GO:0046916","cellular transition metal ion homeostasis",73,-0.56409133644594,-1.93924827965817,1.26930486862389e-05,0.00145835027458915,0.00124286693966935,2103,"tags=34%, list=17%, signal=29%","Atp6v1a/Slc39a8/Slc39a6/Ndfip1/Steap3/Slc39a4/Aplp2/Slc30a9/Atp6v0a2/Atp6ap1/Atp2c1/Sod1/Fth1/Abcb7/Atp6v1g1/Atox1/Tfrc/Atp6v0d1/Abcb6/Ftl1/Alas2/Iscu/Ncoa4/Slc6a9/Prnp","FucoVsCtrl","Suppressed"
"GO:0070527","GO:0070527","platelet aggregation",44,-0.641118632489509,-2.02680537585667,1.38407348346248e-05,0.00155708266889529,0.00132701080475832,2361,"tags=68%, list=19%, signal=56%","Ceacam1/Cfh/Emilin2/Pear1/Sh2b3/Stxbp1/Lyn/Jak2/Rap2b/Fn1/Prkcq/Abat/Prkca/Ppia/P2ry12/Cd9/Plek/Ubash3b/Gp1ba/F11r/Ptger3/Fermt3/Mmrn1/Serpine2/Gata1/Alox12/Gnas/Itgb3/Prkg1/Dmtn","FucoVsCtrl","Suppressed"
"GO:0019646","GO:0019646","aerobic electron transport chain",41,-0.6466913587379,-2.01739859126578,1.52917771802748e-05,0.00168521626068334,0.00143621159682409,2396,"tags=56%, list=19%, signal=46%","Ndufv2/Sdhd/Park7/Uqcrfs1/Sdhaf2/Ndufa8/Ndufc2/Cox5b/Ndufb8/Cox7c/Ndufb6/Ndufa7/Uqcrb/Uqcrq/Cox5a/Ndufs6/Uqcr10/Cox4i1/Ndufb9/Uqcrh/Cox6a1/Iscu/Pink1","FucoVsCtrl","Suppressed"
"GO:0006783","GO:0006783","heme biosynthetic process",25,-0.724661136172825,-2.06328302046435,1.61527950044912e-05,0.00174450186048504,0.00148673725809759,1747,"tags=56%, list=14%, signal=48%","Tmem14c/Uros/Alad/Abcb10/Tmem14a/Abcb7/Snx3/Slc25a39/Cpox/Alas2/Hmbs/Urod/Slc6a9/Fech","FucoVsCtrl","Suppressed"
"GO:0048872","GO:0048872","homeostasis of number of cells",300,-0.416376016818634,-1.58261269410943,1.83459993412731e-05,0.00194251757731127,0.00165549451228165,1977,"tags=24%, list=16%, signal=21%","Add1/Ccr2/Rps24/Jak2/Lat/Sfxn1/Exoc6/Ncapg2/Rps14/Akt3/Lpcat3/Bcr/Tmem14c/G6pdx/Pik3cb/Ikbkg/Ezh2/Prdx5/Gata2/Klf1/Prdx1/Casp3/Sod1/Abcb10/Ptbp3/Cd7/Ptpn11/Gfi1b/Adgrg1/Fcer1g/Rb1/Cxcl5/Rac1/Dyrk3/Tal1/B2m/Mif/Myct1/Mpl/Pla2g10/Gas2l1/Nbea/Armcx1/Mpig6b/Gata1/Tcea1/Il7/F2r/Zfpm1/Ccnb2/Hba-a2/Foxo3/Hba-a1/Sox6/Alas2/Lmo2/Smap1/Dmtn/Trim58/Fech/Spta1/Cd24a/Rhd/Prdx2/Fam210b/Tspo2/Ank1/Rhag/Trim10/Slc4a1/Epb42/Isg15","FucoVsCtrl","Suppressed"
"GO:0020027","GO:0020027","hemoglobin metabolic process",18,-0.760800980456845,-2.03141749894247,2.06150576198301e-05,0.0021407944451362,0.00182447433024083,505,"tags=61%, list=4%, signal=59%","Lyn/Add1/Abcb10/Snx3/Eif2ak1/Alas2/Slc25a37/Slc6a9/Fech/Cat/Epb42","FucoVsCtrl","Suppressed"
"GO:0098771","GO:0098771","inorganic ion homeostasis",491,-0.384003312595292,-1.47032497004691,2.19212297049571e-05,0.00223348378125978,0.00190346804905804,2290,"tags=26%, list=18%, signal=22%","Asph/Pygm/Lyn/Gsto1/Gnb1/Grin2d/Rab7/Pdk2/Ptk2/Atp6v1a/Mapk1/Slc39a8/Kctd7/Slc39a6/Bnip3/Mafg/Ndfip1/Dbi/Ccr2/Steap3/Picalm/Comt/Mapk3/Pde4d/Slc39a4/Cyba/Jak2/Ibtk/Il1a/Aplp2/Eif5a/Micu2/Grn/Mcur1/Slc30a9/Atp6ap2/Pik3cb/Dlg4/Atp6v0a2/Tmem9/Fkbp1a/Atp6ap1/Dmpk/Gnai2/Gata2/Snx10/Prkca/Atp2c1/Tmbim6/Atp6v0c/Cacna1c/Sod1/Sod2/Atp2a3/Trpc1/Rnasek/Slc24a5/Micu1/C3ar1/Nptn/Trpc6/Ckb/Adcy5/Fkbp1b/Ank3/Tmco1/Ubash3b/B2m/Tbxas1/Fth1/Gp1ba/Abcb7/Clic4/Ptger3/Calm3/Atp6v1g1/Bcap31/Kdr/Atox1/P2ry1/Agtr1a/F2rl2/Ank/Slc24a3/Gata1/Capn3/Gp5/Gp9/Tfrc/F2r/Smdt1/Atp6v0d1/Tesc/Gnas/Htr2a/Eif2ak1/Epor/P2rx1/Xk/Itgb3/F2rl3/Abcb6/Selenok/Cacna1g/Gp1bb/Ftl1/Fis1/Selenot/Grina/Alas2/Snca/Ltf/Iscu/Ncoa4/Atp2b4/Slc6a9/Fech/Cd24a/Chp1/Rhd/Cd36/Ank1/Rhag/Kel/Prnp/Slc4a1/Car2/Epb42","FucoVsCtrl","Suppressed"
"GO:0019935","GO:0019935","cyclic-nucleotide-mediated signaling",45,-0.629001334915161,-1.99160506418799,2.38871978283755e-05,0.00232925254358497,0.00198508618334376,1137,"tags=44%, list=9%, signal=41%","Pebp1/Cdc34/Pde4d/Pde7b/Cap1/Gapdh/Pde10a/Pde3a/Gucy1a1/Ptger3/Gucy1b1/Irag1/Cap2/Gnas/Aqp1/Prkg1/Thbs1/Rundc3a/Ube2b/Cd36","FucoVsCtrl","Suppressed"
"GO:0006119","GO:0006119","oxidative phosphorylation",80,-0.543197405235322,-1.89870005745845,2.38323698061875e-05,0.00232925254358497,0.00198508618334376,2396,"tags=44%, list=19%, signal=36%","Park7/Uqcrfs1/Sdhaf2/Bid/Ndufa8/Ccnb1/Ndufc2/Ndufa12/Cox5b/Ndufb8/Cox7c/Nipsnap2/Chchd2/Rhoa/Cox7a2l/Ndufb6/Ndufa7/Uqcrb/Uqcrq/Cox5a/Atp5pb/Ndufs6/Uqcr10/Chchd10/Vcp/Ppif/Cox4i1/Ndufb9/Cox7a2/Uqcrh/Cox6a1/Snca/Iscu/Pink1/Gadd45gip1","FucoVsCtrl","Suppressed"
"GO:0043269","GO:0043269","regulation of ion transport",415,-0.389294679835349,-1.487080959593,2.41552115631033e-05,0.00232925254358497,0.00198508618334376,2812,"tags=34%, list=22%, signal=28%","Bak1/Sri/Cacnb2/Ppp2ca/App/Ywhae/Slmap/Ahr/Lcn2/Mmp9/Rem1/Kcna3/1810037I17Rik/Stim1/Mink1/Pla2g3/Wnk4/Vamp8/Arrb2/Calm2/Septin2/Tgfb1/Lgals3/Park7/Plcb4/Cd63/Bin1/Wnk1/Stxbp1/Ehd3/Asph/Lyn/Gsto1/Orai1/Syt11/Grin2d/Wwp2/Ctnnb1/Homer2/Kcnj5/Dbi/Cnih3/Pde4d/Clcn1/Cyba/Gnaq/Arf1/Shisa9/Il1a/Dapk1/Saraf/Akt2/Akt3/Nedd4/Tmc1/Clic1/Nlgn2/G6pdx/Dlg4/Nipsnap2/Sumo1/Rtn4/Kcnmb1/Slc25a4/Fkbp1a/Dmpk/Cd84/Gpm6b/Tpcn1/Abat/Gnai2/Cox17/Shank3/Rab11b/Prkca/Rhoa/Tmbim6/Trem2/Homer3/Pla2g4a/Ephb2/Cacna1c/Akap7/Plp1/Trpc1/Ptpn3/Vdac1/P2ry12/Cldn10/Fhl1/Trpc6/Ywhah/Flna/Gnb5/Syt13/S100a1/Rasgrf2/Hk1/Cfl1/Fkbp1b/Itgb1/Ank3/Ubash3b/Glrx/B2m/Mif/Clic4/Ptger3/Calm3/Pla2g10/Mylk/Arl6ip1/Tspo/P2ry1/Agtr1a/Ppif/Serpine2/Capn3/Rgs9/F2r/Slc6a4/Tesc/Ndufa4/Gnas/Htr2a/Stom/P2rx1/Itgb3/F2rl3/Kcna4/Cacna1g/Snca/Epb41/Iscu/Pink1/Atp2b4/Slc6a9/Slc43a1/Reln/Chp1/Kel/Prnp/Car2","FucoVsCtrl","Suppressed"
"GO:0000422","GO:0000422","autophagy of mitochondrion",73,-0.554440542894053,-1.90607052353316,2.6450517996765e-05,0.00242089486750053,0.00206318759468076,1180,"tags=32%, list=9%, signal=29%","Bnip3/Gsk3a/Fundc1/Slc25a4/Vdac1/Prkn/Tomm7/Gabarapl1/Cttn/Tspo/Gabarap/Fundc2/Fbxo7/Becn1/Sqstm1/Optn/Atg12/Fis1/Gabarapl2/Map1lc3b/Wipi1/Bnip3l/Pink1","FucoVsCtrl","Suppressed"
"GO:0061726","GO:0061726","mitochondrion disassembly",73,-0.554440542894053,-1.90607052353316,2.6450517996765e-05,0.00242089486750053,0.00206318759468076,1180,"tags=32%, list=9%, signal=29%","Bnip3/Gsk3a/Fundc1/Slc25a4/Vdac1/Prkn/Tomm7/Gabarapl1/Cttn/Tspo/Gabarap/Fundc2/Fbxo7/Becn1/Sqstm1/Optn/Atg12/Fis1/Gabarapl2/Map1lc3b/Wipi1/Bnip3l/Pink1","FucoVsCtrl","Suppressed"
"GO:0006939","GO:0006939","smooth muscle contraction",68,-0.559455932235654,-1.90247592952445,2.60285084899024e-05,0.00242089486750053,0.00206318759468076,1902,"tags=37%, list=15%, signal=31%","Pde4d/Ormdl3/Setd3/Apbb2/Abat/Rhoa/Cacna1c/Sod1/Fkbp1b/Sphk1/Gucy1a1/Ptger3/Mylk/Ptgs1/Itga2/Cttn/Cald1/Irag1/F2r/Htr2a/P2rx1/Prkg1/Cacna1g/Atp2b4/Calcrl","FucoVsCtrl","Suppressed"
"GO:0006826","GO:0006826","iron ion transport",36,-0.657453806689758,-1.99909527177411,2.73876411552774e-05,0.00246488770397497,0.00210068012510303,2080,"tags=44%, list=17%, signal=37%","Slc39a8/Steap3/Sfxn1/Rab11b/B2m/Fth1/Abcb7/Tfrc/Snx3/Abcb6/Ltf/Slc25a37/Slc48a1/Iscu/Slc6a9/Inhca","FucoVsCtrl","Suppressed"
"GO:1903008","GO:1903008","organelle disassembly",104,-0.507955144164546,-1.81328364576038,3.60067602164866e-05,0.00318748369129554,0.00271650656887799,1180,"tags=27%, list=9%, signal=25%","Bnip3/Gsk3a/Fundc1/Ufc1/Slc25a4/Vdac1/Retreg3/Prkn/Tomm7/Dyrk3/Gabarapl1/Vcp/Cttn/Tspo/Gabarap/Fundc2/Fbxo7/Becn1/Sqstm1/Optn/Atg12/Fis1/Gabarapl2/Map1lc3b/Wipi1/Bnip3l/Pink1/Plaat3","FucoVsCtrl","Suppressed"
"GO:0055080","GO:0055080","cation homeostasis",488,-0.377122453992852,-1.44353003144009,3.67626799053456e-05,0.00320191083046558,0.00272880197871258,2290,"tags=26%, list=18%, signal=22%","Asph/Pygm/Lyn/Gsto1/Gnb1/Grin2d/Rab7/Pdk2/Atp6v1a/Mapk1/Slc39a8/Kctd7/Slc39a6/Bnip3/Mafg/Ndfip1/Dbi/Ccr2/Steap3/Picalm/Comt/Mapk3/Pde4d/Slc39a4/Cyba/Jak2/Ibtk/Il1a/Aplp2/Eif5a/Micu2/Grn/Mcur1/Slc30a9/Atp6ap2/Pik3cb/Dlg4/Atp6v0a2/Tmem9/Fkbp1a/Atp6ap1/Dmpk/Gnai2/Gata2/Snx10/Prkca/Atp2c1/Tmbim6/Atp6v0c/Cacna1c/Sod1/Sod2/Atp2a3/Trpc1/Rnasek/Slc24a5/Micu1/C3ar1/Nptn/Trpc6/Adcy5/Fkbp1b/Ank3/Tmco1/Ubash3b/B2m/Fth1/Gp1ba/Abcb7/Clic4/Ptger3/Calm3/Atp6v1g1/Bcap31/Kdr/Atox1/P2ry1/Agtr1a/F2rl2/Ank/Slc24a3/Gata1/Capn3/Gp5/Gp9/Tfrc/F2r/Smdt1/Atp6v0d1/Tesc/Gnas/Htr2a/Eif2ak1/Epor/P2rx1/Xk/Itgb3/F2rl3/Abcb6/Selenok/Cacna1g/Gp1bb/Ftl1/Fis1/Selenot/Grina/Alas2/Snca/Ltf/Iscu/Ncoa4/Atp2b4/Slc6a9/Fech/Cd24a/Chp1/Rhd/Cd36/Ank1/Rhag/Kel/Prnp/Slc4a1/Car2/Epb42","FucoVsCtrl","Suppressed"
"GO:0009410","GO:0009410","response to xenobiotic stimulus",162,-0.454862431513181,-1.67964230435115,3.78595088325627e-05,0.0032451007570768,0.0027656102358557,2044,"tags=30%, list=16%, signal=25%","Crkl/Pnp/Fmo5/Mgst1/Ggh/As3mt/Prkaa2/Ywhaz/Rap1b/Akr1c13/Dnmt1/Alad/Abat/Slc18a2/Rhoa/Pon3/Myo6/Sod1/Sod2/Rap1a/Gstp1/Rap2a/Pam/Rb1/Ppm1e/Pde3a/Mylk/Kdr/Rad54b/Cbr1/Gsta2/Cyp2b10/Tfrc/Gstp2/Gnas/Htr2a/Aip/Aldh1a1/Gpx1/Snca/Hmbs/Gstm5/Acsl1/Gclm/Ube2b/Nqo1/Prnp/Gstt1","FucoVsCtrl","Suppressed"
"GO:0010572","GO:0010572","positive regulation of platelet activation",10,-0.85053413186668,-1.95457016783664,4.246293468746e-05,0.00347424011079218,0.00296089235173166,1880,"tags=90%, list=15%, signal=77%","Jak2/Ptprj/Pla2g4a/Plek/Gp1ba/Gp5/Gp9/Selp/Gp1bb","FucoVsCtrl","Suppressed"
"GO:0007160","GO:0007160","cell-matrix adhesion",153,-0.462786122000304,-1.70627490458912,4.20352267753671e-05,0.00347424011079218,0.00296089235173166,2742,"tags=36%, list=22%, signal=28%","Col5a3/Plau/Coro1c/Sorbs1/Efemp2/Mink1/Bcas3/Cd63/Gsk3b/Ctnnb1/Ptk2/B4galt1/Pecam1/Efna5/Bcr/Arhgap6/Adam9/Pik3cb/Fn1/Itgb2/Itgb4/Itga7/Emilin1/Ninj1/Gpm6b/Ptprj/Lims1/Rhoa/Wdpcp/Itgb5/Ptpn11/Cfl1/Itgb1/S100a10/Itga6/Rac1/Src/Hpse/Fermt3/Dusp3/Actn1/Vcl/Zyx/Kdr/Itga2/Cttn/Ilk/Actg1/Itga2b/Gp5/Acer2/Itgb3/Thbs1/Dmtn/Cd36","FucoVsCtrl","Suppressed"
"GO:0033157","GO:0033157","regulation of intracellular protein transport",180,-0.44780205441562,-1.66772611759186,4.15634028013579e-05,0.00347424011079218,0.00296089235173166,2862,"tags=38%, list=23%, signal=30%","Os9/Ran/Ppp2ca/Efcab7/Ywhae/Sp100/Ufm1/Ptpn1/Anp32b/Bcas3/Ergic3/Kif3a/4930550C14Rik/Cdc42/Tgfb1/Park7/Gdi1/Gsk3b/Pdcd10/Asph/Mapk1/Ogt/Ect2/Ptpn14/Gsk3a/Txn1/Jak2/Arpc2/Svip/Edem1/Akt2/Ube2j1/Sar1b/Prkcq/Sumo1/Zdhhc2/Ppm1a/Camk1/Angpt1/Cd81/Oaz2/Ptpn11/Flna/Prkaca/Tomm7/Mavs/Ank3/Septin8/Uhmk1/Erlec1/Bcap31/Bard1/Nucb1/Snx3/Stom/Mff/Fis1/Sh3glb1/Oaz1/Ifi27/Sh3tc2/Bnip3l/Pink1/Dmtn/Yod1/Chp1/Cd36/Prnp","FucoVsCtrl","Suppressed"
"GO:0097581","GO:0097581","lamellipodium organization",76,-0.540288049050212,-1.87572420238283,4.38147209234404e-05,0.00347940430862615,0.00296529349655235,2856,"tags=45%, list=23%, signal=35%","Actr2/Coro1b/Coro1c/Vav3/Cdc42/Was/Cd44/Fer/Arpc2/Wasf2/Brk1/Arpc5/Capzb/Akirin1/Twf1/Mtss2/Golph3/Abi2/P2ry12/Cfl1/Nck2/Itgb1/Spef1/Rac1/Abi3/Src/Pmp22/Nckap1/Parvb/Vcl/Cttn/Aqp1/Wasf3/Dmtn","FucoVsCtrl","Suppressed"
"GO:0002285","GO:0002285","lymphocyte activation involved in immune response",178,0.300348113805865,1.70340149487009,4.36405187650051e-05,0.00347940430862615,0.00296529349655235,1777,"tags=28%, list=14%, signal=24%","Dll1/Il23a/Clec4e/Nlrp3/Tnfaip3/Nfkbid/Aicda/Klrc2/Klrc3/Ccr7/Il6/Irf4/Lef1/Nfkbiz/Irf1/Ifnk/Bcl3/Zc3h12a/Icam1/Myb/Cd160/Bcl6/Malt1/Foxp1/Il4/Slamf6/Enpp1/Eif2ak4/Il10/Relb/Cd40/Swap70/Msh6/Ercc1/Clcf1/Ada/Smad7/Cd180/Pou2af1/Rif1/Icosl/Cd46/H2-DMb1/Cd19/Il27ra/Pglyrp2/Foxp3/Thoc1/Cracr2a","FucoVsCtrl","Activated"
"GO:0050801","GO:0050801","ion homeostasis",499,-0.37578764119385,-1.43873906804883,4.51814659522444e-05,0.00353594081365391,0.0030134762645799,2290,"tags=26%, list=18%, signal=22%","Asph/Pygm/Lyn/Gsto1/Gnb1/Grin2d/Rab7/Pdk2/Ptk2/Atp6v1a/Mapk1/Slc39a8/Kctd7/Slc39a6/Bnip3/Mafg/Ndfip1/Dbi/Ccr2/Steap3/Picalm/Comt/Mapk3/Pde4d/Slc39a4/Cyba/Jak2/Ibtk/Il1a/Aplp2/Eif5a/Micu2/Grn/Mcur1/Slc30a9/Atp6ap2/Pik3cb/Dlg4/Atp6v0a2/Tmem9/Fkbp1a/Atp6ap1/Dmpk/Gnai2/Gata2/Snx10/Prkca/Atp2c1/Tmbim6/Atp6v0c/Cacna1c/Sod1/Sod2/Atp2a3/Trpc1/Rnasek/Slc24a5/Micu1/C3ar1/Nptn/Trpc6/Ckb/Adcy5/Fkbp1b/Ank3/Tmco1/Ubash3b/B2m/Tbxas1/Fth1/Gp1ba/Abcb7/Clic4/Ptger3/Calm3/Atp6v1g1/Bcap31/Kdr/Atox1/P2ry1/Agtr1a/F2rl2/Ank/Slc24a3/Gata1/Capn3/Gp5/Gp9/Tfrc/F2r/Smdt1/Atp6v0d1/Tesc/Gnas/Htr2a/Eif2ak1/Epor/P2rx1/Xk/Itgb3/F2rl3/Abcb6/Selenok/Cacna1g/Gp1bb/Ftl1/Fis1/Selenot/Grina/Alas2/Snca/Ltf/Iscu/Ncoa4/Atp2b4/Slc6a9/Fech/Cd24a/Chp1/Rhd/Cd36/Ank1/Rhag/Kel/Prnp/Slc4a1/Car2/Epb42","FucoVsCtrl","Suppressed"
